# JMH version: 1.23
# VM version: JDK 14.0.1, OpenJDK Server VM, 14.0.1+7
# VM invoker: /home/ubuntu/opt/jdk-14.0.1+7/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo08New
# Parameters: (type = large)

# Run progress: 0.00% complete, ETA 01:23:20
# Fork: 1 of 5
# Warmup Iteration   1: 9.104 ops/s
# Warmup Iteration   2: 9.568 ops/s
# Warmup Iteration   3: 9.692 ops/s
# Warmup Iteration   4: 9.708 ops/s
# Warmup Iteration   5: 9.710 ops/s
Iteration   1: 9.695 ops/s
Iteration   2: 9.708 ops/s
Iteration   3: 9.688 ops/s
Iteration   4: 9.707 ops/s
Iteration   5: 9.706 ops/s

# Run progress: 2.00% complete, ETA 01:26:26
# Fork: 2 of 5
# Warmup Iteration   1: 9.053 ops/s
# Warmup Iteration   2: 9.693 ops/s
# Warmup Iteration   3: 9.704 ops/s
# Warmup Iteration   4: 9.677 ops/s
# Warmup Iteration   5: 9.708 ops/s
Iteration   1: 9.710 ops/s
Iteration   2: 9.702 ops/s
Iteration   3: 9.714 ops/s
Iteration   4: 9.709 ops/s
Iteration   5: 9.684 ops/s

# Run progress: 4.00% complete, ETA 01:24:12
# Fork: 3 of 5
# Warmup Iteration   1: 8.842 ops/s
# Warmup Iteration   2: 9.412 ops/s
# Warmup Iteration   3: 9.427 ops/s
# Warmup Iteration   4: 9.421 ops/s
# Warmup Iteration   5: 9.406 ops/s
Iteration   1: 9.426 ops/s
Iteration   2: 9.425 ops/s
Iteration   3: 9.411 ops/s
Iteration   4: 9.406 ops/s
Iteration   5: 9.427 ops/s

# Run progress: 6.00% complete, ETA 01:22:21
# Fork: 4 of 5
# Warmup Iteration   1: 9.197 ops/s
# Warmup Iteration   2: 9.705 ops/s
# Warmup Iteration   3: 9.691 ops/s
# Warmup Iteration   4: 9.696 ops/s
# Warmup Iteration   5: 9.707 ops/s
Iteration   1: 9.692 ops/s
Iteration   2: 9.692 ops/s
Iteration   3: 9.698 ops/s
Iteration   4: 9.692 ops/s
Iteration   5: 9.704 ops/s

# Run progress: 8.00% complete, ETA 01:20:27
# Fork: 5 of 5
# Warmup Iteration   1: 9.086 ops/s
# Warmup Iteration   2: 9.690 ops/s
# Warmup Iteration   3: 9.712 ops/s
# Warmup Iteration   4: 9.698 ops/s
# Warmup Iteration   5: 9.711 ops/s
Iteration   1: 9.709 ops/s
Iteration   2: 9.701 ops/s
Iteration   3: 9.697 ops/s
Iteration   4: 9.708 ops/s
Iteration   5: 9.695 ops/s


Result "com.sun.glass.ui.monocle.Benchmarks.copyTo08New":
  9.644 ±(99.9%) 0.086 ops/s [Average]
  (min, avg, max) = (9.406, 9.644, 9.714), stdev = 0.115
  CI (99.9%): [9.558, 9.731] (assumes normal distribution)


# JMH version: 1.23
# VM version: JDK 14.0.1, OpenJDK Server VM, 14.0.1+7
# VM invoker: /home/ubuntu/opt/jdk-14.0.1+7/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo16New
# Parameters: (type = large)

# Run progress: 10.00% complete, ETA 01:18:40
# Fork: 1 of 5
# Warmup Iteration   1: 10.738 ops/s
# Warmup Iteration   2: 11.085 ops/s
# Warmup Iteration   3: 11.111 ops/s
# Warmup Iteration   4: 11.110 ops/s
