# JMH version: 1.23
# VM version: JDK 14.0.1, OpenJDK Server VM, 14.0.1+7
# VM invoker: /home/ubuntu/opt/jdk-14.0.1+7/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo08New
# Parameters: (type = large)

# Run progress: 0.00% complete, ETA 01:23:20
# Fork: 1 of 5
# Warmup Iteration   1: 4.986 ops/s
# Warmup Iteration   2: 5.405 ops/s
# Warmup Iteration   3: 5.553 ops/s
# Warmup Iteration   4: 5.554 ops/s
# Warmup Iteration   5: 5.556 ops/s
Iteration   1: 5.555 ops/s
Iteration   2: 5.528 ops/s
Iteration   3: 5.556 ops/s
Iteration   4: 5.558 ops/s
Iteration   5: 5.503 ops/s

# Run progress: 2.00% complete, ETA 01:30:53
# Fork: 2 of 5
# Warmup Iteration   1: 5.020 ops/s
# Warmup Iteration   2: 5.598 ops/s
# Warmup Iteration   3: 5.610 ops/s
# Warmup Iteration   4: 5.612 ops/s
# Warmup Iteration   5: 5.610 ops/s
Iteration   1: 5.606 ops/s
Iteration   2: 5.614 ops/s
Iteration   3: 5.580 ops/s
Iteration   4: 5.611 ops/s
Iteration   5: 5.606 ops/s

# Run progress: 4.00% complete, ETA 01:28:19
# Fork: 3 of 5
# Warmup Iteration   1: 5.667 ops/s
# Warmup Iteration   2: 6.839 ops/s
# Warmup Iteration   3: 6.857 ops/s
# Warmup Iteration   4: 6.869 ops/s
# Warmup Iteration   5: 6.872 ops/s
Iteration   1: 6.879 ops/s
Iteration   2: 6.868 ops/s
Iteration   3: 6.875 ops/s
Iteration   4: 6.826 ops/s
Iteration   5: 6.872 ops/s

# Run progress: 6.00% complete, ETA 01:26:17
# Fork: 4 of 5
# Warmup Iteration   1: 6.139 ops/s
# Warmup Iteration   2: 6.867 ops/s
# Warmup Iteration   3: 6.880 ops/s
# Warmup Iteration   4: 6.871 ops/s
# Warmup Iteration   5: 6.886 ops/s
Iteration   1: 6.811 ops/s
Iteration   2: 6.832 ops/s
Iteration   3: 6.887 ops/s
Iteration   4: 6.886 ops/s
Iteration   5: 6.884 ops/s

# Run progress: 8.00% complete, ETA 01:24:07
# Fork: 5 of 5
# Warmup Iteration   1: 5.666 ops/s
# Warmup Iteration   2: 6.868 ops/s
# Warmup Iteration   3: 6.877 ops/s
# Warmup Iteration   4: 6.879 ops/s
# Warmup Iteration   5: 6.869 ops/s
Iteration   1: 6.883 ops/s
Iteration   2: 6.888 ops/s
Iteration   3: 6.883 ops/s
Iteration   4: 6.880 ops/s
Iteration   5: 6.870 ops/s


Result "com.sun.glass.ui.monocle.Benchmarks.copyTo08New":
  6.350 ±(99.9%) 0.486 ops/s [Average]
  (min, avg, max) = (5.503, 6.350, 6.888), stdev = 0.649
  CI (99.9%): [5.863, 6.836] (assumes normal distribution)


# JMH version: 1.23
# VM version: JDK 14.0.1, OpenJDK Server VM, 14.0.1+7
# VM invoker: /home/ubuntu/opt/jdk-14.0.1+7/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo16New
# Parameters: (type = large)

# Run progress: 10.00% complete, ETA 01:22:08
# Fork: 1 of 5
# Warmup Iteration   1: 14.315 ops/s
# Warmup Iteration   2: 15.720 ops/s
# Warmup Iteration   3: 16.079 ops/s
# Warmup Iteration   4: 16.095 ops/s
# Warmup Iteration   5: 16.110 ops/s
Iteration   1: 16.065 ops/s
Iteration   2: 15.964 ops/s
Iteration   3: 13.143 ops/s
Iteration   4: 16.114 ops/s
Iteration   5: 16.103 ops/s

