# JMH version: 1.23
# VM version: JDK 12.0.2, OpenJDK 64-Bit Server VM, 12.0.2+10
# VM invoker: /home/ubuntu/opt/jdk-12.0.2+10/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo08New
# Parameters: (type = large)

# Run progress: 0.00% complete, ETA 01:23:20
# Fork: 1 of 5
# Warmup Iteration   1: 117.993 ops/s
# Warmup Iteration   2: 118.016 ops/s
# Warmup Iteration   3: 118.013 ops/s
# Warmup Iteration   4: 118.010 ops/s
# Warmup Iteration   5: 118.021 ops/s
Iteration   1: 118.016 ops/s
Iteration   2: 117.925 ops/s
Iteration   3: 117.992 ops/s
Iteration   4: 117.986 ops/s
Iteration   5: 118.032 ops/s

# Run progress: 2.00% complete, ETA 01:21:56
# Fork: 2 of 5
# Warmup Iteration   1: 105.590 ops/s
# Warmup Iteration   2: 105.729 ops/s
# Warmup Iteration   3: 105.703 ops/s
# Warmup Iteration   4: 105.691 ops/s
# Warmup Iteration   5: 105.721 ops/s
Iteration   1: 105.655 ops/s
Iteration   2: 105.682 ops/s
Iteration   3: 105.676 ops/s
Iteration   4: 105.674 ops/s
Iteration   5: 105.714 ops/s

# Run progress: 4.00% complete, ETA 01:20:14
# Fork: 3 of 5
# Warmup Iteration   1: 105.105 ops/s
# Warmup Iteration   2: 105.266 ops/s
# Warmup Iteration   3: 105.258 ops/s
# Warmup Iteration   4: 105.219 ops/s
# Warmup Iteration   5: 105.269 ops/s
Iteration   1: 105.225 ops/s
Iteration   2: 105.272 ops/s
Iteration   3: 105.277 ops/s
Iteration   4: 105.221 ops/s
Iteration   5: 105.299 ops/s

# Run progress: 6.00% complete, ETA 01:18:33
# Fork: 4 of 5
# Warmup Iteration   1: 104.914 ops/s
# Warmup Iteration   2: 105.125 ops/s
# Warmup Iteration   3: 105.248 ops/s
# Warmup Iteration   4: 105.248 ops/s
# Warmup Iteration   5: 105.259 ops/s
Iteration   1: 105.179 ops/s
Iteration   2: 105.285 ops/s
Iteration   3: 105.284 ops/s
Iteration   4: 105.150 ops/s
Iteration   5: 105.295 ops/s

# Run progress: 8.00% complete, ETA 01:16:52
# Fork: 5 of 5
# Warmup Iteration   1: 105.504 ops/s
# Warmup Iteration   2: 105.643 ops/s
# Warmup Iteration   3: 105.628 ops/s
# Warmup Iteration   4: 105.591 ops/s
# Warmup Iteration   5: 105.644 ops/s
Iteration   1: 105.518 ops/s
Iteration   2: 105.619 ops/s
Iteration   3: 105.646 ops/s
Iteration   4: 105.625 ops/s
Iteration   5: 105.577 ops/s


Result "com.sun.glass.ui.monocle.Benchmarks.copyTo08New":
  107.953 ±(99.9%) 3.839 ops/s [Average]
  (min, avg, max) = (105.150, 107.953, 118.032), stdev = 5.125
  CI (99.9%): [104.114, 111.792] (assumes normal distribution)


# JMH version: 1.23
# VM version: JDK 12.0.2, OpenJDK 64-Bit Server VM, 12.0.2+10
# VM invoker: /home/ubuntu/opt/jdk-12.0.2+10/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo16New
# Parameters: (type = large)

# Run progress: 10.00% complete, ETA 01:15:12
# Fork: 1 of 5
# Warmup Iteration   1: 132.672 ops/s
# Warmup Iteration   2: 132.992 ops/s
# Warmup Iteration   3: 133.058 ops/s
# Warmup Iteration   4: 133.012 ops/s
# Warmup Iteration   5: 132.963 ops/s
Iteration   1: 133.043 ops/s
Iteration   2: 133.045 ops/s
Iteration   3: 133.007 ops/s
Iteration   4: 133.018 ops/s
Iteration   5: 133.036 ops/s

# Run progress: 12.00% complete, ETA 01:13:32
# Fork: 2 of 5
# Warmup Iteration   1: 132.062 ops/s
# Warmup Iteration   2: 132.248 ops/s
# Warmup Iteration   3: 132.293 ops/s
# Warmup Iteration   4: 132.248 ops/s
# Warmup Iteration   5: 132.235 ops/s
Iteration   1: 132.234 ops/s
Iteration   2: 132.277 ops/s
Iteration   3: 132.190 ops/s
Iteration   4: 132.276 ops/s
Iteration   5: 132.262 ops/s

# Run progress: 14.00% complete, ETA 01:11:52
# Fork: 3 of 5
# Warmup Iteration   1: 132.078 ops/s
# Warmup Iteration   2: 132.239 ops/s
# Warmup Iteration   3: 132.305 ops/s
# Warmup Iteration   4: 132.262 ops/s
# Warmup Iteration   5: 132.246 ops/s
Iteration   1: 132.282 ops/s
Iteration   2: 132.321 ops/s
Iteration   3: 132.293 ops/s
Iteration   4: 132.279 ops/s
Iteration   5: 132.299 ops/s

# Run progress: 16.00% complete, ETA 01:10:11
# Fork: 4 of 5
# Warmup Iteration   1: 132.057 ops/s
# Warmup Iteration   2: 132.238 ops/s
# Warmup Iteration   3: 132.249 ops/s
# Warmup Iteration   4: 132.268 ops/s
# Warmup Iteration   5: 132.283 ops/s
Iteration   1: 132.233 ops/s
Iteration   2: 132.283 ops/s
Iteration   3: 132.248 ops/s
Iteration   4: 132.295 ops/s
Iteration   5: 132.278 ops/s

# Run progress: 18.00% complete, ETA 01:08:31
# Fork: 5 of 5
# Warmup Iteration   1: 131.916 ops/s
# Warmup Iteration   2: 132.215 ops/s
# Warmup Iteration   3: 132.304 ops/s
# Warmup Iteration   4: 132.243 ops/s
# Warmup Iteration   5: 132.206 ops/s
Iteration   1: 132.265 ops/s
Iteration   2: 132.297 ops/s
Iteration   3: 132.241 ops/s
Iteration   4: 132.226 ops/s
Iteration   5: 132.272 ops/s


Result "com.sun.glass.ui.monocle.Benchmarks.copyTo16New":
  132.420 ±(99.9%) 0.234 ops/s [Average]
  (min, avg, max) = (132.190, 132.420, 133.045), stdev = 0.312
  CI (99.9%): [132.186, 132.654] (assumes normal distribution)


# JMH version: 1.23
# VM version: JDK 12.0.2, OpenJDK 64-Bit Server VM, 12.0.2+10
# VM invoker: /home/ubuntu/opt/jdk-12.0.2+10/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo16Old
# Parameters: (type = large)

# Run progress: 20.00% complete, ETA 01:06:50
# Fork: 1 of 5
# Warmup Iteration   1: 125.634 ops/s
# Warmup Iteration   2: 125.848 ops/s
# Warmup Iteration   3: 125.840 ops/s
# Warmup Iteration   4: 125.822 ops/s
# Warmup Iteration   5: 123.440 ops/s
Iteration   1: 122.552 ops/s
Iteration   2: 122.591 ops/s
Iteration   3: 122.574 ops/s
Iteration   4: 122.465 ops/s
Iteration   5: 122.568 ops/s

# Run progress: 22.00% complete, ETA 01:05:10
# Fork: 2 of 5
# Warmup Iteration   1: 125.789 ops/s
# Warmup Iteration   2: 126.047 ops/s
# Warmup Iteration   3: 126.047 ops/s
# Warmup Iteration   4: 125.983 ops/s
# Warmup Iteration   5: 126.012 ops/s
Iteration   1: 126.005 ops/s
Iteration   2: 126.029 ops/s
Iteration   3: 126.030 ops/s
Iteration   4: 126.020 ops/s
Iteration   5: 126.031 ops/s

# Run progress: 24.00% complete, ETA 01:03:30
# Fork: 3 of 5
# Warmup Iteration   1: 125.715 ops/s
# Warmup Iteration   2: 126.087 ops/s
# Warmup Iteration   3: 126.113 ops/s
# Warmup Iteration   4: 126.076 ops/s
# Warmup Iteration   5: 126.109 ops/s
Iteration   1: 126.122 ops/s
Iteration   2: 126.099 ops/s
Iteration   3: 126.095 ops/s
Iteration   4: 126.067 ops/s
Iteration   5: 126.096 ops/s

# Run progress: 26.00% complete, ETA 01:01:49
# Fork: 4 of 5
# Warmup Iteration   1: 125.791 ops/s
# Warmup Iteration   2: 126.043 ops/s
# Warmup Iteration   3: 126.096 ops/s
# Warmup Iteration   4: 126.065 ops/s
# Warmup Iteration   5: 126.112 ops/s
Iteration   1: 126.068 ops/s
Iteration   2: 126.034 ops/s
Iteration   3: 126.056 ops/s
Iteration   4: 126.077 ops/s
Iteration   5: 126.068 ops/s

# Run progress: 28.00% complete, ETA 01:00:09
# Fork: 5 of 5
# Warmup Iteration   1: 125.617 ops/s
# Warmup Iteration   2: 125.857 ops/s
# Warmup Iteration   3: 125.824 ops/s
# Warmup Iteration   4: 125.806 ops/s
# Warmup Iteration   5: 123.420 ops/s
Iteration   1: 122.547 ops/s
Iteration   2: 122.578 ops/s
Iteration   3: 122.568 ops/s
Iteration   4: 122.512 ops/s
Iteration   5: 122.536 ops/s


Result "com.sun.glass.ui.monocle.Benchmarks.copyTo16Old":
  124.656 ±(99.9%) 1.315 ops/s [Average]
  (min, avg, max) = (122.465, 124.656, 126.122), stdev = 1.756
  CI (99.9%): [123.340, 125.971] (assumes normal distribution)


