# JMH version: 1.23
# VM version: JDK 11.0.7, OpenJDK Server VM, 11.0.7+10
# VM invoker: /home/ubuntu/opt/jdk-11.0.7+10/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo08New
# Parameters: (type = large)

# Run progress: 0.00% complete, ETA 01:23:20
# Fork: 1 of 5
# Warmup Iteration   1: 8.104 ops/s
# Warmup Iteration   2: 8.148 ops/s
# Warmup Iteration   3: 8.297 ops/s
# Warmup Iteration   4: 8.295 ops/s
# Warmup Iteration   5: 8.288 ops/s
Iteration   1: 8.303 ops/s
Iteration   2: 8.305 ops/s
Iteration   3: 8.289 ops/s
Iteration   4: 8.302 ops/s
Iteration   5: 8.308 ops/s

# Run progress: 2.00% complete, ETA 01:27:06
# Fork: 2 of 5
# Warmup Iteration   1: 9.641 ops/s
# Warmup Iteration   2: 9.635 ops/s
# Warmup Iteration   3: 9.625 ops/s
# Warmup Iteration   4: 9.649 ops/s
# Warmup Iteration   5: 9.646 ops/s
Iteration   1: 9.628 ops/s
Iteration   2: 9.639 ops/s
Iteration   3: 9.642 ops/s
Iteration   4: 9.626 ops/s
Iteration   5: 9.636 ops/s

# Run progress: 4.00% complete, ETA 01:24:49
# Fork: 3 of 5
# Warmup Iteration   1: 9.625 ops/s
# Warmup Iteration   2: 9.645 ops/s
# Warmup Iteration   3: 9.639 ops/s
# Warmup Iteration   4: 9.619 ops/s
# Warmup Iteration   5: 9.647 ops/s
Iteration   1: 9.646 ops/s
Iteration   2: 9.637 ops/s
Iteration   3: 9.648 ops/s
Iteration   4: 9.636 ops/s
Iteration   5: 9.629 ops/s

# Run progress: 6.00% complete, ETA 01:22:55
# Fork: 4 of 5
# Warmup Iteration   1: 8.122 ops/s
# Warmup Iteration   2: 8.300 ops/s
# Warmup Iteration   3: 8.307 ops/s
# Warmup Iteration   4: 8.311 ops/s
# Warmup Iteration   5: 8.299 ops/s
Iteration   1: 8.307 ops/s
Iteration   2: 8.313 ops/s
Iteration   3: 8.305 ops/s
Iteration   4: 8.306 ops/s
Iteration   5: 8.311 ops/s

# Run progress: 8.00% complete, ETA 01:21:07
# Fork: 5 of 5
# Warmup Iteration   1: 9.676 ops/s
# Warmup Iteration   2: 9.693 ops/s
# Warmup Iteration   3: 9.677 ops/s
# Warmup Iteration   4: 9.681 ops/s
# Warmup Iteration   5: 9.684 ops/s
Iteration   1: 9.680 ops/s
Iteration   2: 9.685 ops/s
Iteration   3: 9.688 ops/s
Iteration   4: 9.683 ops/s
Iteration   5: 9.682 ops/s


Result "com.sun.glass.ui.monocle.Benchmarks.copyTo08New":
  9.113 ±(99.9%) 0.505 ops/s [Average]
  (min, avg, max) = (8.289, 9.113, 9.688), stdev = 0.674
  CI (99.9%): [8.609, 9.618] (assumes normal distribution)


# JMH version: 1.23
# VM version: JDK 11.0.7, OpenJDK Server VM, 11.0.7+10
# VM invoker: /home/ubuntu/opt/jdk-11.0.7+10/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo16New
# Parameters: (type = large)

# Run progress: 10.00% complete, ETA 01:19:14
# Fork: 1 of 5
# Warmup Iteration   1: 11.536 ops/s
# Warmup Iteration   2: 12.029 ops/s
# Warmup Iteration   3: 12.079 ops/s
# Warmup Iteration   4: 12.093 ops/s
# Warmup Iteration   5: 12.114 ops/s
Iteration   1: 12.118 ops/s
Iteration   2: 12.102 ops/s
Iteration   3: 12.112 ops/s
Iteration   4: 12.101 ops/s
Iteration   5: 12.101 ops/s

# Run progress: 12.00% complete, ETA 01:17:28
# Fork: 2 of 5
# Warmup Iteration   1: 11.547 ops/s
# Warmup Iteration   2: 12.095 ops/s
# Warmup Iteration   3: 12.083 ops/s
# Warmup Iteration   4: 12.083 ops/s
# Warmup Iteration   5: 12.103 ops/s
Iteration   1: 12.100 ops/s
Iteration   2: 12.109 ops/s
Iteration   3: 12.101 ops/s
Iteration   4: 12.103 ops/s
Iteration   5: 12.087 ops/s

# Run progress: 14.00% complete, ETA 01:15:39
# Fork: 3 of 5
# Warmup Iteration   1: 11.519 ops/s
# Warmup Iteration   2: 12.093 ops/s
# Warmup Iteration   3: 12.089 ops/s
# Warmup Iteration   4: 12.073 ops/s
# Warmup Iteration   5: 12.093 ops/s
Iteration   1: 12.075 ops/s
Iteration   2: 12.080 ops/s
Iteration   3: 12.092 ops/s
Iteration   4: 12.094 ops/s
Iteration   5: 12.074 ops/s

# Run progress: 16.00% complete, ETA 01:13:51
# Fork: 4 of 5
# Warmup Iteration   1: 11.528 ops/s
# Warmup Iteration   2: 12.002 ops/s
# Warmup Iteration   3: 12.090 ops/s
# Warmup Iteration   4: 12.088 ops/s
# Warmup Iteration   5: 12.077 ops/s
Iteration   1: 12.086 ops/s
Iteration   2: 12.072 ops/s
Iteration   3: 12.075 ops/s
Iteration   4: 12.090 ops/s
Iteration   5: 12.079 ops/s

# Run progress: 18.00% complete, ETA 01:12:03
# Fork: 5 of 5
# Warmup Iteration   1: 11.543 ops/s
# Warmup Iteration   2: 12.092 ops/s
# Warmup Iteration   3: 12.067 ops/s
# Warmup Iteration   4: 12.097 ops/s
# Warmup Iteration   5: 12.103 ops/s
Iteration   1: 12.087 ops/s
Iteration   2: 12.097 ops/s
Iteration   3: 12.107 ops/s
Iteration   4: 12.066 ops/s
Iteration   5: 12.094 ops/s


