# JMH version: 1.23
# VM version: JDK 11.0.7, OpenJDK 64-Bit Server VM, 11.0.7+10
# VM invoker: /home/ubuntu/opt/jdk-11.0.7+10/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo08New
# Parameters: (type = large)

# Run progress: 0.00% complete, ETA 01:23:20
# Fork: 1 of 5
# Warmup Iteration   1: 117.568 ops/s
# Warmup Iteration   2: 117.600 ops/s
# Warmup Iteration   3: 117.602 ops/s
# Warmup Iteration   4: 117.593 ops/s
# Warmup Iteration   5: 117.586 ops/s
Iteration   1: 117.616 ops/s
Iteration   2: 117.618 ops/s
Iteration   3: 117.610 ops/s
Iteration   4: 117.605 ops/s
Iteration   5: 117.592 ops/s

# Run progress: 2.00% complete, ETA 01:21:58
# Fork: 2 of 5
# Warmup Iteration   1: 117.502 ops/s
# Warmup Iteration   2: 117.521 ops/s
# Warmup Iteration   3: 117.520 ops/s
# Warmup Iteration   4: 117.517 ops/s
# Warmup Iteration   5: 117.515 ops/s
Iteration   1: 117.517 ops/s
Iteration   2: 117.524 ops/s
Iteration   3: 117.516 ops/s
Iteration   4: 117.531 ops/s
Iteration   5: 117.524 ops/s

# Run progress: 4.00% complete, ETA 01:20:17
# Fork: 3 of 5
# Warmup Iteration   1: 128.371 ops/s
# Warmup Iteration   2: 128.601 ops/s
# Warmup Iteration   3: 128.573 ops/s
# Warmup Iteration   4: 128.584 ops/s
# Warmup Iteration   5: 128.578 ops/s
Iteration   1: 128.626 ops/s
Iteration   2: 128.438 ops/s
Iteration   3: 128.586 ops/s
Iteration   4: 128.563 ops/s
Iteration   5: 128.599 ops/s

# Run progress: 6.00% complete, ETA 01:18:36
# Fork: 4 of 5
# Warmup Iteration   1: 117.550 ops/s
# Warmup Iteration   2: 117.299 ops/s
# Warmup Iteration   3: 117.584 ops/s
# Warmup Iteration   4: 117.601 ops/s
# Warmup Iteration   5: 117.584 ops/s
Iteration   1: 117.591 ops/s
Iteration   2: 117.596 ops/s
Iteration   3: 117.604 ops/s
Iteration   4: 117.607 ops/s
Iteration   5: 117.592 ops/s

# Run progress: 8.00% complete, ETA 01:16:55
# Fork: 5 of 5
# Warmup Iteration   1: 127.354 ops/s
# Warmup Iteration   2: 127.606 ops/s
# Warmup Iteration   3: 127.550 ops/s
# Warmup Iteration   4: 127.608 ops/s
# Warmup Iteration   5: 127.576 ops/s
Iteration   1: 127.640 ops/s
Iteration   2: 127.372 ops/s
Iteration   3: 127.633 ops/s
Iteration   4: 127.590 ops/s
Iteration   5: 127.586 ops/s


Result "com.sun.glass.ui.monocle.Benchmarks.copyTo08New":
  121.771 ±(99.9%) 3.936 ops/s [Average]
  (min, avg, max) = (117.516, 121.771, 128.626), stdev = 5.254
  CI (99.9%): [117.836, 125.707] (assumes normal distribution)


# JMH version: 1.23
# VM version: JDK 11.0.7, OpenJDK 64-Bit Server VM, 11.0.7+10
# VM invoker: /home/ubuntu/opt/jdk-11.0.7+10/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo16New
# Parameters: (type = large)

# Run progress: 10.00% complete, ETA 01:15:15
# Fork: 1 of 5
# Warmup Iteration   1: 132.240 ops/s
# Warmup Iteration   2: 132.506 ops/s
# Warmup Iteration   3: 132.512 ops/s
# Warmup Iteration   4: 132.511 ops/s
# Warmup Iteration   5: 132.533 ops/s
Iteration   1: 132.498 ops/s
Iteration   2: 132.502 ops/s
Iteration   3: 132.539 ops/s
Iteration   4: 132.535 ops/s
Iteration   5: 132.538 ops/s

# Run progress: 12.00% complete, ETA 01:13:35
# Fork: 2 of 5
# Warmup Iteration   1: 132.016 ops/s
# Warmup Iteration   2: 132.267 ops/s
# Warmup Iteration   3: 132.273 ops/s
# Warmup Iteration   4: 132.250 ops/s
# Warmup Iteration   5: 132.258 ops/s
Iteration   1: 132.254 ops/s
Iteration   2: 132.267 ops/s
Iteration   3: 132.264 ops/s
Iteration   4: 132.279 ops/s
Iteration   5: 132.300 ops/s

# Run progress: 14.00% complete, ETA 01:11:54
# Fork: 3 of 5
# Warmup Iteration   1: 131.947 ops/s
# Warmup Iteration   2: 132.207 ops/s
# Warmup Iteration   3: 132.223 ops/s
# Warmup Iteration   4: 132.203 ops/s
# Warmup Iteration   5: 132.166 ops/s
Iteration   1: 132.108 ops/s
Iteration   2: 132.157 ops/s
Iteration   3: 132.159 ops/s
Iteration   4: 132.177 ops/s
Iteration   5: 132.189 ops/s

# Run progress: 16.00% complete, ETA 01:10:14
# Fork: 4 of 5
# Warmup Iteration   1: 132.045 ops/s
# Warmup Iteration   2: 132.250 ops/s
# Warmup Iteration   3: 132.237 ops/s
# Warmup Iteration   4: 132.237 ops/s
# Warmup Iteration   5: 132.260 ops/s
Iteration   1: 132.278 ops/s
Iteration   2: 132.262 ops/s
Iteration   3: 132.291 ops/s
Iteration   4: 132.300 ops/s
Iteration   5: 132.294 ops/s

# Run progress: 18.00% complete, ETA 01:08:33
# Fork: 5 of 5
# Warmup Iteration   1: 132.206 ops/s
# Warmup Iteration   2: 132.526 ops/s
# Warmup Iteration   3: 132.499 ops/s
# Warmup Iteration   4: 132.486 ops/s
# Warmup Iteration   5: 132.537 ops/s
Iteration   1: 132.454 ops/s
Iteration   2: 132.419 ops/s
Iteration   3: 132.478 ops/s
Iteration   4: 132.512 ops/s
Iteration   5: 132.514 ops/s


Result "com.sun.glass.ui.monocle.Benchmarks.copyTo16New":
  132.343 ±(99.9%) 0.105 ops/s [Average]
  (min, avg, max) = (132.108, 132.343, 132.539), stdev = 0.141
  CI (99.9%): [132.237, 132.448] (assumes normal distribution)


# JMH version: 1.23
# VM version: JDK 11.0.7, OpenJDK 64-Bit Server VM, 11.0.7+10
# VM invoker: /home/ubuntu/opt/jdk-11.0.7+10/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo16Old
# Parameters: (type = large)

# Run progress: 20.00% complete, ETA 01:06:53
# Fork: 1 of 5
# Warmup Iteration   1: 126.779 ops/s
# Warmup Iteration   2: 127.079 ops/s
# Warmup Iteration   3: 127.091 ops/s
# Warmup Iteration   4: 127.012 ops/s
# Warmup Iteration   5: 127.017 ops/s
Iteration   1: 127.071 ops/s
Iteration   2: 127.045 ops/s
Iteration   3: 127.082 ops/s
Iteration   4: 127.069 ops/s
Iteration   5: 127.088 ops/s

# Run progress: 22.00% complete, ETA 01:05:12
# Fork: 2 of 5
# Warmup Iteration   1: 126.806 ops/s
# Warmup Iteration   2: 127.055 ops/s
# Warmup Iteration   3: 127.089 ops/s
# Warmup Iteration   4: 127.030 ops/s
# Warmup Iteration   5: 127.056 ops/s
Iteration   1: 127.091 ops/s
Iteration   2: 126.983 ops/s
Iteration   3: 127.092 ops/s
Iteration   4: 127.067 ops/s
Iteration   5: 127.025 ops/s

# Run progress: 24.00% complete, ETA 01:03:32
# Fork: 3 of 5
# Warmup Iteration   1: 126.841 ops/s
# Warmup Iteration   2: 127.087 ops/s
# Warmup Iteration   3: 127.109 ops/s
# Warmup Iteration   4: 127.091 ops/s
# Warmup Iteration   5: 127.105 ops/s
Iteration   1: 127.112 ops/s
Iteration   2: 127.104 ops/s
Iteration   3: 127.061 ops/s
Iteration   4: 127.069 ops/s
Iteration   5: 127.086 ops/s

# Run progress: 26.00% complete, ETA 01:01:51
# Fork: 4 of 5
# Warmup Iteration   1: 126.786 ops/s
# Warmup Iteration   2: 127.057 ops/s
# Warmup Iteration   3: 127.056 ops/s
# Warmup Iteration   4: 127.076 ops/s
