# JMH version: 1.22
# VM version: JDK 11.0.5, OpenJDK Server VM, 11.0.5+10
# VM invoker: /home/ubuntu/opt/jdk-11.0.5+10/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo08New
# Parameters: (type = large)

# Run progress: 0.00% complete, ETA 01:23:20
# Fork: 1 of 5
# Warmup Iteration   1: 9.860 ops/s
# Warmup Iteration   2: 9.760 ops/s
# Warmup Iteration   3: 9.921 ops/s
# Warmup Iteration   4: 9.920 ops/s
# Warmup Iteration   5: 9.926 ops/s
Iteration   1: 9.914 ops/s
Iteration   2: 9.918 ops/s
Iteration   3: 9.926 ops/s
Iteration   4: 9.924 ops/s
Iteration   5: 9.921 ops/s

# Run progress: 2.00% complete, ETA 01:27:11
# Fork: 2 of 5
# Warmup Iteration   1: 9.858 ops/s
# Warmup Iteration   2: 9.923 ops/s
# Warmup Iteration   3: 9.927 ops/s
# Warmup Iteration   4: 9.927 ops/s
# Warmup Iteration   5: 9.924 ops/s
Iteration   1: 9.929 ops/s
Iteration   2: 9.905 ops/s
Iteration   3: 9.936 ops/s
Iteration   4: 9.930 ops/s
Iteration   5: 9.928 ops/s

# Run progress: 4.00% complete, ETA 01:24:52
# Fork: 3 of 5
# Warmup Iteration   1: 9.848 ops/s
# Warmup Iteration   2: 9.935 ops/s
# Warmup Iteration   3: 9.929 ops/s
# Warmup Iteration   4: 9.935 ops/s
# Warmup Iteration   5: 9.940 ops/s
Iteration   1: 9.942 ops/s
Iteration   2: 9.944 ops/s
Iteration   3: 9.936 ops/s
Iteration   4: 9.906 ops/s
Iteration   5: 9.938 ops/s

# Run progress: 6.00% complete, ETA 01:22:57
# Fork: 4 of 5
# Warmup Iteration   1: 9.853 ops/s
# Warmup Iteration   2: 9.919 ops/s
# Warmup Iteration   3: 9.944 ops/s
# Warmup Iteration   4: 9.925 ops/s
# Warmup Iteration   5: 9.941 ops/s
Iteration   1: 9.943 ops/s
Iteration   2: 9.911 ops/s
Iteration   3: 9.934 ops/s
Iteration   4: 9.939 ops/s
Iteration   5: 9.930 ops/s

# Run progress: 8.00% complete, ETA 01:21:05
# Fork: 5 of 5
# Warmup Iteration   1: 9.861 ops/s
# Warmup Iteration   2: 9.926 ops/s
# Warmup Iteration   3: 9.932 ops/s
# Warmup Iteration   4: 9.936 ops/s
# Warmup Iteration   5: 9.934 ops/s
Iteration   1: 9.929 ops/s
Iteration   2: 9.913 ops/s
Iteration   3: 9.927 ops/s
Iteration   4: 9.930 ops/s
Iteration   5: 9.933 ops/s


Result "com.sun.glass.ui.monocle.Benchmarks.copyTo08New":
  9.927 ±(99.9%) 0.008 ops/s [Average]
  (min, avg, max) = (9.905, 9.927, 9.944), stdev = 0.011
  CI (99.9%): [9.919, 9.936] (assumes normal distribution)


# JMH version: 1.22
# VM version: JDK 11.0.5, OpenJDK Server VM, 11.0.5+10
# VM invoker: /home/ubuntu/opt/jdk-11.0.5+10/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo16New
# Parameters: (type = large)

# Run progress: 10.00% complete, ETA 01:19:16
# Fork: 1 of 5
# Warmup Iteration   1: 12.874 ops/s
# Warmup Iteration   2: 13.587 ops/s
# Warmup Iteration   3: 13.656 ops/s
# Warmup Iteration   4: 13.657 ops/s
# Warmup Iteration   5: 13.656 ops/s
Iteration   1: 13.687 ops/s
Iteration   2: 13.676 ops/s
Iteration   3: 13.649 ops/s
Iteration   4: 13.671 ops/s
Iteration   5: 13.686 ops/s

# Run progress: 12.00% complete, ETA 01:17:28
# Fork: 2 of 5
# Warmup Iteration   1: 12.896 ops/s
# Warmup Iteration   2: 13.655 ops/s
# Warmup Iteration   3: 13.664 ops/s
# Warmup Iteration   4: 13.651 ops/s
# Warmup Iteration   5: 13.660 ops/s
Iteration   1: 13.656 ops/s
Iteration   2: 13.665 ops/s
Iteration   3: 13.661 ops/s
Iteration   4: 13.643 ops/s
Iteration   5: 13.660 ops/s

# Run progress: 14.00% complete, ETA 01:15:38
# Fork: 3 of 5
# Warmup Iteration   1: 12.873 ops/s
# Warmup Iteration   2: 13.641 ops/s
# Warmup Iteration   3: 13.649 ops/s
# Warmup Iteration   4: 13.638 ops/s
# Warmup Iteration   5: 13.652 ops/s
Iteration   1: 13.655 ops/s
Iteration   2: 13.652 ops/s
Iteration   3: 13.643 ops/s
Iteration   4: 13.649 ops/s
Iteration   5: 13.639 ops/s

# Run progress: 16.00% complete, ETA 01:13:50
# Fork: 4 of 5
# Warmup Iteration   1: 12.913 ops/s
# Warmup Iteration   2: 13.586 ops/s
# Warmup Iteration   3: 13.683 ops/s
# Warmup Iteration   4: 13.681 ops/s
# Warmup Iteration   5: 13.683 ops/s
Iteration   1: 13.664 ops/s
Iteration   2: 13.688 ops/s
Iteration   3: 13.684 ops/s
Iteration   4: 13.680 ops/s
Iteration   5: 13.663 ops/s

# Run progress: 18.00% complete, ETA 01:12:02
# Fork: 5 of 5
# Warmup Iteration   1: 12.867 ops/s
# Warmup Iteration   2: 13.628 ops/s
# Warmup Iteration   3: 13.635 ops/s
# Warmup Iteration   4: 13.655 ops/s
# Warmup Iteration   5: 13.642 ops/s
Iteration   1: 13.650 ops/s
Iteration   2: 13.632 ops/s
Iteration   3: 13.626 ops/s
Iteration   4: 13.651 ops/s
Iteration   5: 13.651 ops/s


Result "com.sun.glass.ui.monocle.Benchmarks.copyTo16New":
  13.659 ±(99.9%) 0.013 ops/s [Average]
  (min, avg, max) = (13.626, 13.659, 13.688), stdev = 0.017
  CI (99.9%): [13.646, 13.672] (assumes normal distribution)


# JMH version: 1.22
# VM version: JDK 11.0.5, OpenJDK Server VM, 11.0.5+10
# VM invoker: /home/ubuntu/opt/jdk-11.0.5+10/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo16Old
# Parameters: (type = large)

# Run progress: 20.00% complete, ETA 01:10:16
# Fork: 1 of 5
# Warmup Iteration   1: 9.860 ops/s
# Warmup Iteration   2: 10.220 ops/s
# Warmup Iteration   3: 10.202 ops/s
# Warmup Iteration   4: 10.207 ops/s
# Warmup Iteration   5: 10.213 ops/s
Iteration   1: 10.214 ops/s
Iteration   2: 10.218 ops/s
Iteration   3: 10.217 ops/s
Iteration   4: 10.198 ops/s
Iteration   5: 10.222 ops/s

# Run progress: 22.00% complete, ETA 01:08:30
# Fork: 2 of 5
# Warmup Iteration   1: 9.677 ops/s
# Warmup Iteration   2: 9.950 ops/s
# Warmup Iteration   3: 9.984 ops/s
# Warmup Iteration   4: 9.965 ops/s
# Warmup Iteration   5: 9.983 ops/s
Iteration   1: 9.990 ops/s
Iteration   2: 9.976 ops/s
Iteration   3: 9.984 ops/s
Iteration   4: 9.968 ops/s
Iteration   5: 9.963 ops/s

# Run progress: 24.00% complete, ETA 01:06:42
# Fork: 3 of 5
# Warmup Iteration   1: 9.864 ops/s
# Warmup Iteration   2: 10.219 ops/s
# Warmup Iteration   3: 10.202 ops/s
# Warmup Iteration   4: 10.209 ops/s
# Warmup Iteration   5: 10.215 ops/s
Iteration   1: 10.196 ops/s
Iteration   2: 10.221 ops/s
Iteration   3: 10.210 ops/s
Iteration   4: 10.220 ops/s
Iteration   5: 10.214 ops/s

# Run progress: 26.00% complete, ETA 01:04:56
# Fork: 4 of 5
# Warmup Iteration   1: 9.854 ops/s
# Warmup Iteration   2: 10.214 ops/s
# Warmup Iteration   3: 10.223 ops/s
# Warmup Iteration   4: 10.203 ops/s
# Warmup Iteration   5: 10.234 ops/s
Iteration   1: 10.236 ops/s
Iteration   2: 10.202 ops/s
Iteration   3: 10.221 ops/s
Iteration   4: 10.223 ops/s
Iteration   5: 10.231 ops/s

# Run progress: 28.00% complete, ETA 01:03:10
# Fork: 5 of 5
# Warmup Iteration   1: 9.679 ops/s
# Warmup Iteration   2: 9.968 ops/s
# Warmup Iteration   3: 9.991 ops/s
# Warmup Iteration   4: 9.992 ops/s
# Warmup Iteration   5: 9.980 ops/s
Iteration   1: 9.981 ops/s
Iteration   2: 9.986 ops/s
Iteration   3: 9.972 ops/s
Iteration   4: 9.981 ops/s
Iteration   5: 9.994 ops/s


Result "com.sun.glass.ui.monocle.Benchmarks.copyTo16Old":
  10.122 ±(99.9%) 0.089 ops/s [Average]
  (min, avg, max) = (9.963, 10.122, 10.236), stdev = 0.119
  CI (99.9%): [10.033, 10.211] (assumes normal distribution)


# JMH version: 1.22
# VM version: JDK 11.0.5, OpenJDK Server VM, 11.0.5+10
# VM invoker: /home/ubuntu/opt/jdk-11.0.5+10/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo32New
# Parameters: (type = large)

# Run progress: 30.00% complete, ETA 01:01:23
# Fork: 1 of 5
# Warmup Iteration   1: 100.068 ops/s
# Warmup Iteration   2: 100.158 ops/s
# Warmup Iteration   3: 99.963 ops/s
# Warmup Iteration   4: 99.887 ops/s
# Warmup Iteration   5: 99.694 ops/s
Iteration   1: 100.229 ops/s
Iteration   2: 100.374 ops/s
Iteration   3: 100.232 ops/s
