# JMH version: 1.23
# VM version: JDK 13.0.2, OpenJDK Server VM, 13.0.2+8
# VM invoker: /home/ubuntu/opt/jdk-13.0.2+8/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo08New
# Parameters: (type = large)

# Run progress: 0.00% complete, ETA 01:23:20
# Fork: 1 of 5
# Warmup Iteration   1: 1.694 ops/s
# Warmup Iteration   2: 1.874 ops/s
# Warmup Iteration   3: 1.964 ops/s
# Warmup Iteration   4: 1.968 ops/s
# Warmup Iteration   5: 1.965 ops/s
Iteration   1: 1.965 ops/s
Iteration   2: 1.966 ops/s
Iteration   3: 1.963 ops/s
Iteration   4: 1.955 ops/s
Iteration   5: 1.962 ops/s

# Run progress: 2.00% complete, ETA 01:41:52
# Fork: 2 of 5
# Warmup Iteration   1: 1.658 ops/s
# Warmup Iteration   2: 1.943 ops/s
# Warmup Iteration   3: 1.987 ops/s
# Warmup Iteration   4: 1.988 ops/s
# Warmup Iteration   5: 1.989 ops/s
Iteration   1: 1.982 ops/s
Iteration   2: 1.988 ops/s
Iteration   3: 1.984 ops/s
Iteration   4: 1.977 ops/s
Iteration   5: 1.986 ops/s

# Run progress: 4.00% complete, ETA 01:38:02
# Fork: 3 of 5
# Warmup Iteration   1: 1.683 ops/s
# Warmup Iteration   2: 1.940 ops/s
# Warmup Iteration   3: 1.956 ops/s
# Warmup Iteration   4: 1.973 ops/s
# Warmup Iteration   5: 1.968 ops/s
Iteration   1: 1.974 ops/s
Iteration   2: 1.985 ops/s
Iteration   3: 1.976 ops/s
Iteration   4: 1.942 ops/s
Iteration   5: 1.979 ops/s

# Run progress: 6.00% complete, ETA 01:35:53
# Fork: 4 of 5
# Warmup Iteration   1: 1.673 ops/s
# Warmup Iteration   2: 1.516 ops/s
# Warmup Iteration   3: 1.483 ops/s
# Warmup Iteration   4: 1.481 ops/s
# Warmup Iteration   5: 1.469 ops/s
Iteration   1: 1.482 ops/s
Iteration   2: 1.484 ops/s
Iteration   3: 1.483 ops/s
Iteration   4: 1.483 ops/s
Iteration   5: 1.484 ops/s

# Run progress: 8.00% complete, ETA 01:33:35
# Fork: 5 of 5
# Warmup Iteration   1: 1.669 ops/s
# Warmup Iteration   2: 1.955 ops/s
# Warmup Iteration   3: 1.999 ops/s
# Warmup Iteration   4: 2.001 ops/s
# Warmup Iteration   5: 1.995 ops/s
Iteration   1: 2.003 ops/s
Iteration   2: 2.001 ops/s
Iteration   3: 1.997 ops/s
Iteration   4: 1.994 ops/s
Iteration   5: 1.998 ops/s


Result "com.sun.glass.ui.monocle.Benchmarks.copyTo08New":
  1.880 ±(99.9%) 0.152 ops/s [Average]
  (min, avg, max) = (1.482, 1.880, 2.003), stdev = 0.203
  CI (99.9%): [1.728, 2.032] (assumes normal distribution)


# JMH version: 1.23
# VM version: JDK 13.0.2, OpenJDK Server VM, 13.0.2+8
# VM invoker: /home/ubuntu/opt/jdk-13.0.2+8/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo16New
# Parameters: (type = large)

# Run progress: 10.00% complete, ETA 01:31:33
# Fork: 1 of 5
# Warmup Iteration   1: 3.974 ops/s
# Warmup Iteration   2: 4.761 ops/s
# Warmup Iteration   3: 5.019 ops/s
# Warmup Iteration   4: 5.035 ops/s
# Warmup Iteration   5: 5.018 ops/s
Iteration   1: 5.033 ops/s
Iteration   2: 5.018 ops/s
Iteration   3: 5.007 ops/s
Iteration   4: 5.035 ops/s
Iteration   5: 5.040 ops/s

# Run progress: 12.00% complete, ETA 01:29:35
# Fork: 2 of 5
# Warmup Iteration   1: 4.668 ops/s
# Warmup Iteration   2: 4.761 ops/s
# Warmup Iteration   3: 6.048 ops/s
# Warmup Iteration   4: 6.050 ops/s
# Warmup Iteration   5: 6.057 ops/s
Iteration   1: 6.050 ops/s
Iteration   2: 6.027 ops/s
Iteration   3: 6.047 ops/s
Iteration   4: 6.062 ops/s
Iteration   5: 6.047 ops/s

# Run progress: 14.00% complete, ETA 01:27:19
# Fork: 3 of 5
# Warmup Iteration   1: 2.521 ops/s
# Warmup Iteration   2: 3.113 ops/s
# Warmup Iteration   3: 3.128 ops/s
# Warmup Iteration   4: 3.150 ops/s
# Warmup Iteration   5: 3.131 ops/s
Iteration   1: 3.148 ops/s
Iteration   2: 3.150 ops/s
Iteration   3: 3.148 ops/s
Iteration   4: 3.147 ops/s
Iteration   5: 3.147 ops/s

# Run progress: 16.00% complete, ETA 01:25:15
# Fork: 4 of 5
# Warmup Iteration   1: 3.455 ops/s
# Warmup Iteration   2: 5.639 ops/s
# Warmup Iteration   3: 5.964 ops/s
# Warmup Iteration   4: 5.957 ops/s
# Warmup Iteration   5: 5.936 ops/s
Iteration   1: 5.977 ops/s
Iteration   2: 5.979 ops/s
Iteration   3: 5.990 ops/s
Iteration   4: 5.981 ops/s
Iteration   5: 5.986 ops/s

# Run progress: 18.00% complete, ETA 01:23:09
# Fork: 5 of 5
# Warmup Iteration   1: 4.927 ops/s
# Warmup Iteration   2: 5.912 ops/s
# Warmup Iteration   3: 6.077 ops/s
# Warmup Iteration   4: 6.082 ops/s
# Warmup Iteration   5: 6.081 ops/s
Iteration   1: 6.072 ops/s
Iteration   2: 6.064 ops/s
Iteration   3: 6.064 ops/s
Iteration   4: 6.072 ops/s
Iteration   5: 6.092 ops/s


Result "com.sun.glass.ui.monocle.Benchmarks.copyTo16New":
  5.255 ±(99.9%) 0.859 ops/s [Average]
  (min, avg, max) = (3.147, 5.255, 6.092), stdev = 1.147
  CI (99.9%): [4.396, 6.115] (assumes normal distribution)


# JMH version: 1.23
# VM version: JDK 13.0.2, OpenJDK Server VM, 13.0.2+8
# VM invoker: /home/ubuntu/opt/jdk-13.0.2+8/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo16Old
# Parameters: (type = large)

# Run progress: 20.00% complete, ETA 01:20:57
# Fork: 1 of 5
# Warmup Iteration   1: 2.548 ops/s
# Warmup Iteration   2: 2.834 ops/s
# Warmup Iteration   3: 2.839 ops/s
# Warmup Iteration   4: 2.839 ops/s
# Warmup Iteration   5: 2.838 ops/s
Iteration   1: 2.845 ops/s
Iteration   2: 2.827 ops/s
Iteration   3: 2.834 ops/s
Iteration   4: 2.564 ops/s
Iteration   5: 2.700 ops/s

# Run progress: 22.00% complete, ETA 01:18:54
# Fork: 2 of 5
# Warmup Iteration   1: 3.968 ops/s
# Warmup Iteration   2: 4.844 ops/s
# Warmup Iteration   3: 4.864 ops/s
# Warmup Iteration   4: 4.853 ops/s
# Warmup Iteration   5: 4.843 ops/s
Iteration   1: 4.862 ops/s
Iteration   2: 4.847 ops/s
Iteration   3: 4.854 ops/s
Iteration   4: 4.796 ops/s
Iteration   5: 4.846 ops/s

# Run progress: 24.00% complete, ETA 01:16:51
# Fork: 3 of 5
# Warmup Iteration   1: 2.762 ops/s
# Warmup Iteration   2: 3.320 ops/s
# Warmup Iteration   3: 3.331 ops/s
# Warmup Iteration   4: 3.328 ops/s
# Warmup Iteration   5: 3.334 ops/s
Iteration   1: 3.326 ops/s
Iteration   2: 3.316 ops/s
Iteration   3: 3.335 ops/s
Iteration   4: 3.336 ops/s
Iteration   5: 3.293 ops/s

# Run progress: 26.00% complete, ETA 01:14:47
# Fork: 4 of 5
# Warmup Iteration   1: 2.544 ops/s
# Warmup Iteration   2: 3.276 ops/s
# Warmup Iteration   3: 3.296 ops/s
# Warmup Iteration   4: 3.264 ops/s
# Warmup Iteration   5: 3.295 ops/s
Iteration   1: 3.296 ops/s
Iteration   2: 3.283 ops/s
Iteration   3: 3.292 ops/s
Iteration   4: 3.296 ops/s
Iteration   5: 3.293 ops/s

# Run progress: 28.00% complete, ETA 01:12:40
# Fork: 5 of 5
# Warmup Iteration   1: 2.761 ops/s
# Warmup Iteration   2: 3.364 ops/s
# Warmup Iteration   3: 3.377 ops/s
# Warmup Iteration   4: 3.033 ops/s
# Warmup Iteration   5: 3.230 ops/s
Iteration   1: 3.360 ops/s
Iteration   2: 3.354 ops/s
Iteration   3: 3.371 ops/s
Iteration   4: 3.370 ops/s
Iteration   5: 3.365 ops/s


Result "com.sun.glass.ui.monocle.Benchmarks.copyTo16Old":
  3.514 ±(99.9%) 0.536 ops/s [Average]
  (min, avg, max) = (2.564, 3.514, 4.862), stdev = 0.716
  CI (99.9%): [2.978, 4.051] (assumes normal distribution)


# JMH version: 1.23
# VM version: JDK 13.0.2, OpenJDK Server VM, 13.0.2+8
# VM invoker: /home/ubuntu/opt/jdk-13.0.2+8/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo32New
# Parameters: (type = large)

# Run progress: 30.00% complete, ETA 01:10:37
# Fork: 1 of 5
# Warmup Iteration   1: 45.452 ops/s
# Warmup Iteration   2: 45.476 ops/s
# Warmup Iteration   3: 45.573 ops/s
# Warmup Iteration   4: 42.896 ops/s
# Warmup Iteration   5: 45.426 ops/s
Iteration   1: 45.417 ops/s
Iteration   2: 45.352 ops/s
Iteration   3: 45.490 ops/s
Iteration   4: 45.426 ops/s
Iteration   5: 45.017 ops/s

# Run progress: 32.00% complete, ETA 01:08:33
# Fork: 2 of 5
# Warmup Iteration   1: 44.394 ops/s
# Warmup Iteration   2: 44.462 ops/s
# Warmup Iteration   3: 44.490 ops/s
# Warmup Iteration   4: 44.525 ops/s
# Warmup Iteration   5: 44.553 ops/s
Iteration   1: 44.561 ops/s
Iteration   2: 44.453 ops/s
Iteration   3: 44.333 ops/s
Iteration   4: 44.449 ops/s
