# JMH version: 1.22
# VM version: JDK 13.0.1, OpenJDK Server VM, 13.0.1+9
# VM invoker: /home/ubuntu/opt/jdk-13.0.1+9/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo08New
# Parameters: (type = large)

# Run progress: 0.00% complete, ETA 01:23:20
# Fork: 1 of 5
# Warmup Iteration   1: 1.656 ops/s
# Warmup Iteration   2: 1.880 ops/s
# Warmup Iteration   3: 1.974 ops/s
# Warmup Iteration   4: 1.958 ops/s
# Warmup Iteration   5: 1.973 ops/s
Iteration   1: 1.975 ops/s
Iteration   2: 1.974 ops/s
Iteration   3: 1.968 ops/s
Iteration   4: 1.976 ops/s
Iteration   5: 1.972 ops/s

# Run progress: 2.00% complete, ETA 01:42:29
# Fork: 2 of 5
# Warmup Iteration   1: 1.645 ops/s
# Warmup Iteration   2: 1.512 ops/s
# Warmup Iteration   3: 1.473 ops/s
# Warmup Iteration   4: 1.473 ops/s
# Warmup Iteration   5: 1.468 ops/s
Iteration   1: 1.468 ops/s
Iteration   2: 1.470 ops/s
Iteration   3: 1.463 ops/s
Iteration   4: 1.469 ops/s
Iteration   5: 1.467 ops/s

# Run progress: 4.00% complete, ETA 01:39:00
# Fork: 3 of 5
# Warmup Iteration   1: 1.635 ops/s
# Warmup Iteration   2: 1.922 ops/s
# Warmup Iteration   3: 1.957 ops/s
# Warmup Iteration   4: 1.962 ops/s
# Warmup Iteration   5: 1.962 ops/s
Iteration   1: 1.958 ops/s
Iteration   2: 1.962 ops/s
Iteration   3: 1.961 ops/s
Iteration   4: 1.945 ops/s
Iteration   5: 1.962 ops/s

# Run progress: 6.00% complete, ETA 01:36:54
# Fork: 4 of 5
# Warmup Iteration   1: 1.665 ops/s
# Warmup Iteration   2: 1.947 ops/s
# Warmup Iteration   3: 1.994 ops/s
# Warmup Iteration   4: 1.990 ops/s
# Warmup Iteration   5: 1.993 ops/s
Iteration   1: 1.995 ops/s
Iteration   2: 1.993 ops/s
Iteration   3: 1.990 ops/s
Iteration   4: 1.990 ops/s
Iteration   5: 1.987 ops/s

# Run progress: 8.00% complete, ETA 01:34:09
# Fork: 5 of 5
# Warmup Iteration   1: 1.622 ops/s
# Warmup Iteration   2: 1.523 ops/s
# Warmup Iteration   3: 1.480 ops/s
# Warmup Iteration   4: 1.467 ops/s
# Warmup Iteration   5: 1.479 ops/s
Iteration   1: 1.481 ops/s
Iteration   2: 1.481 ops/s
Iteration   3: 1.480 ops/s
Iteration   4: 1.481 ops/s
Iteration   5: 1.483 ops/s


Result "com.sun.glass.ui.monocle.Benchmarks.copyTo08New":
  1.774 ±(99.9%) 0.187 ops/s [Average]
  (min, avg, max) = (1.463, 1.774, 1.995), stdev = 0.250
  CI (99.9%): [1.587, 1.961] (assumes normal distribution)


# JMH version: 1.22
# VM version: JDK 13.0.1, OpenJDK Server VM, 13.0.1+9
# VM invoker: /home/ubuntu/opt/jdk-13.0.1+9/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo16New
# Parameters: (type = large)

# Run progress: 10.00% complete, ETA 01:31:54
# Fork: 1 of 5
# Warmup Iteration   1: 3.092 ops/s
# Warmup Iteration   2: 2.965 ops/s
# Warmup Iteration   3: 3.033 ops/s
# Warmup Iteration   4: 3.036 ops/s
# Warmup Iteration   5: 3.039 ops/s
Iteration   1: 3.038 ops/s
Iteration   2: 3.033 ops/s
Iteration   3: 3.039 ops/s
Iteration   4: 3.033 ops/s
Iteration   5: 3.033 ops/s

# Run progress: 12.00% complete, ETA 01:30:00
# Fork: 2 of 5
# Warmup Iteration   1: 4.749 ops/s
# Warmup Iteration   2: 5.953 ops/s
# Warmup Iteration   3: 5.976 ops/s
# Warmup Iteration   4: 5.869 ops/s
# Warmup Iteration   5: 5.961 ops/s
Iteration   1: 5.968 ops/s
Iteration   2: 5.937 ops/s
Iteration   3: 5.957 ops/s
Iteration   4: 5.962 ops/s
Iteration   5: 5.911 ops/s

# Run progress: 14.00% complete, ETA 01:27:40
# Fork: 3 of 5
# Warmup Iteration   1: 4.737 ops/s
# Warmup Iteration   2: 5.922 ops/s
# Warmup Iteration   3: 5.972 ops/s
# Warmup Iteration   4: 5.861 ops/s
