# JMH version: 1.23
# VM version: JDK 11.0.7, OpenJDK Server VM, 11.0.7+10
# VM invoker: /home/ubuntu/opt/jdk-11.0.7+10/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo08New
# Parameters: (type = large)

# Run progress: 0.00% complete, ETA 01:23:20
# Fork: 1 of 5
# Warmup Iteration   1: 5.185 ops/s
# Warmup Iteration   2: 5.263 ops/s
# Warmup Iteration   3: 6.054 ops/s
# Warmup Iteration   4: 6.032 ops/s
# Warmup Iteration   5: 6.036 ops/s
Iteration   1: 6.010 ops/s
Iteration   2: 6.024 ops/s
Iteration   3: 6.063 ops/s
Iteration   4: 6.064 ops/s
Iteration   5: 6.069 ops/s

# Run progress: 2.00% complete, ETA 01:43:14
# Fork: 2 of 5
# Warmup Iteration   1: 5.442 ops/s
# Warmup Iteration   2: 6.003 ops/s
# Warmup Iteration   3: 6.023 ops/s
# Warmup Iteration   4: 6.023 ops/s
# Warmup Iteration   5: 6.025 ops/s
Iteration   1: 6.019 ops/s
Iteration   2: 5.971 ops/s
Iteration   3: 6.024 ops/s
Iteration   4: 6.022 ops/s
Iteration   5: 6.025 ops/s

# Run progress: 4.00% complete, ETA 01:34:39
# Fork: 3 of 5
# Warmup Iteration   1: 5.449 ops/s
# Warmup Iteration   2: 5.987 ops/s
# Warmup Iteration   3: 6.031 ops/s
# Warmup Iteration   4: 6.028 ops/s
# Warmup Iteration   5: 6.030 ops/s
Iteration   1: 5.900 ops/s
Iteration   2: 6.034 ops/s
Iteration   3: 6.032 ops/s
Iteration   4: 5.999 ops/s
Iteration   5: 6.037 ops/s

# Run progress: 6.00% complete, ETA 01:30:51
# Fork: 4 of 5
# Warmup Iteration   1: 5.489 ops/s
# Warmup Iteration   2: 5.993 ops/s
# Warmup Iteration   3: 6.053 ops/s
# Warmup Iteration   4: 6.056 ops/s
# Warmup Iteration   5: 6.059 ops/s
Iteration   1: 6.054 ops/s
Iteration   2: 6.057 ops/s
Iteration   3: 6.063 ops/s
Iteration   4: 6.054 ops/s
Iteration   5: 6.056 ops/s

# Run progress: 8.00% complete, ETA 01:27:42
# Fork: 5 of 5
# Warmup Iteration   1: 4.573 ops/s
# Warmup Iteration   2: 4.532 ops/s
# Warmup Iteration   3: 4.538 ops/s
# Warmup Iteration   4: 4.535 ops/s
# Warmup Iteration   5: 4.525 ops/s
Iteration   1: 4.538 ops/s
Iteration   2: 4.542 ops/s
Iteration   3: 4.536 ops/s
Iteration   4: 4.536 ops/s
Iteration   5: 4.534 ops/s


Result "com.sun.glass.ui.monocle.Benchmarks.copyTo08New":
  5.730 ±(99.9%) 0.457 ops/s [Average]
  (min, avg, max) = (4.534, 5.730, 6.069), stdev = 0.610
  CI (99.9%): [5.274, 6.187] (assumes normal distribution)


# JMH version: 1.23
# VM version: JDK 11.0.7, OpenJDK Server VM, 11.0.7+10
# VM invoker: /home/ubuntu/opt/jdk-11.0.7+10/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo16New
# Parameters: (type = large)

# Run progress: 10.00% complete, ETA 01:25:10
# Fork: 1 of 5
# Warmup Iteration   1: 16.684 ops/s
# Warmup Iteration   2: 18.069 ops/s
# Warmup Iteration   3: 18.275 ops/s
# Warmup Iteration   4: 18.466 ops/s
# Warmup Iteration   5: 18.440 ops/s
Iteration   1: 18.474 ops/s
Iteration   2: 18.477 ops/s
Iteration   3: 18.482 ops/s
Iteration   4: 18.258 ops/s
Iteration   5: 18.471 ops/s

# Run progress: 12.00% complete, ETA 01:22:53
# Fork: 2 of 5
# Warmup Iteration   1: 16.069 ops/s
# Warmup Iteration   2: 18.105 ops/s
# Warmup Iteration   3: 18.137 ops/s
# Warmup Iteration   4: 18.119 ops/s
# Warmup Iteration   5: 18.126 ops/s
Iteration   1: 18.129 ops/s
Iteration   2: 18.127 ops/s
Iteration   3: 18.139 ops/s
Iteration   4: 16.808 ops/s
Iteration   5: 17.886 ops/s

# Run progress: 14.00% complete, ETA 01:20:37
# Fork: 3 of 5
# Warmup Iteration   1: 12.446 ops/s
# Warmup Iteration   2: 14.830 ops/s
# Warmup Iteration   3: 14.926 ops/s
# Warmup Iteration   4: 14.919 ops/s
# Warmup Iteration   5: 14.925 ops/s
Iteration   1: 14.935 ops/s
Iteration   2: 14.937 ops/s
Iteration   3: 14.899 ops/s
Iteration   4: 14.924 ops/s
Iteration   5: 14.927 ops/s

# Run progress: 16.00% complete, ETA 01:18:27
# Fork: 4 of 5
# Warmup Iteration   1: 15.747 ops/s
# Warmup Iteration   2: 18.417 ops/s
# Warmup Iteration   3: 18.572 ops/s
# Warmup Iteration   4: 18.537 ops/s
# Warmup Iteration   5: 18.581 ops/s
Iteration   1: 18.516 ops/s
