# JMH version: 1.23
# VM version: JDK 12.0.2, OpenJDK Server VM, 12.0.2+10
# VM invoker: /home/ubuntu/opt/jdk-12.0.2+10/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo08New
# Parameters: (type = large)

# Run progress: 0.00% complete, ETA 01:23:20
# Fork: 1 of 5
# Warmup Iteration   1: 5.443 ops/s
# Warmup Iteration   2: 5.905 ops/s
# Warmup Iteration   3: 6.043 ops/s
# Warmup Iteration   4: 6.035 ops/s
# Warmup Iteration   5: 6.004 ops/s
Iteration   1: 6.045 ops/s
Iteration   2: 6.044 ops/s
Iteration   3: 6.048 ops/s
Iteration   4: 6.045 ops/s
Iteration   5: 6.026 ops/s

# Run progress: 2.00% complete, ETA 01:31:00
# Fork: 2 of 5
# Warmup Iteration   1: 5.465 ops/s
# Warmup Iteration   2: 6.082 ops/s
# Warmup Iteration   3: 6.085 ops/s
# Warmup Iteration   4: 6.084 ops/s
# Warmup Iteration   5: 6.044 ops/s
Iteration   1: 6.087 ops/s
Iteration   2: 6.100 ops/s
Iteration   3: 6.099 ops/s
Iteration   4: 6.049 ops/s
Iteration   5: 6.067 ops/s

# Run progress: 4.00% complete, ETA 01:28:08
# Fork: 3 of 5
# Warmup Iteration   1: 5.425 ops/s
# Warmup Iteration   2: 6.018 ops/s
# Warmup Iteration   3: 6.033 ops/s
# Warmup Iteration   4: 6.023 ops/s
# Warmup Iteration   5: 5.997 ops/s
Iteration   1: 6.026 ops/s
Iteration   2: 6.029 ops/s
Iteration   3: 6.034 ops/s
Iteration   4: 5.990 ops/s
Iteration   5: 5.956 ops/s

# Run progress: 6.00% complete, ETA 01:26:06
# Fork: 4 of 5
# Warmup Iteration   1: 5.430 ops/s
# Warmup Iteration   2: 5.984 ops/s
# Warmup Iteration   3: 5.999 ops/s
# Warmup Iteration   4: 6.003 ops/s
# Warmup Iteration   5: 5.988 ops/s
Iteration   1: 6.001 ops/s
Iteration   2: 6.000 ops/s
Iteration   3: 5.988 ops/s
Iteration   4: 5.997 ops/s
Iteration   5: 5.998 ops/s

# Run progress: 8.00% complete, ETA 01:24:06
# Fork: 5 of 5
# Warmup Iteration   1: 5.417 ops/s
# Warmup Iteration   2: 5.996 ops/s
# Warmup Iteration   3: 6.018 ops/s
# Warmup Iteration   4: 6.024 ops/s
# Warmup Iteration   5: 6.026 ops/s
Iteration   1: 5.959 ops/s
Iteration   2: 6.028 ops/s
Iteration   3: 6.028 ops/s
Iteration   4: 6.017 ops/s
Iteration   5: 6.025 ops/s


Result "com.sun.glass.ui.monocle.Benchmarks.copyTo08New":
  6.027 ±(99.9%) 0.028 ops/s [Average]
  (min, avg, max) = (5.956, 6.027, 6.100), stdev = 0.037
  CI (99.9%): [6.000, 6.055] (assumes normal distribution)


# JMH version: 1.23
# VM version: JDK 12.0.2, OpenJDK Server VM, 12.0.2+10
# VM invoker: /home/ubuntu/opt/jdk-12.0.2+10/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo16New
# Parameters: (type = large)

# Run progress: 10.00% complete, ETA 01:22:15
# Fork: 1 of 5
# Warmup Iteration   1: 8.303 ops/s
# Warmup Iteration   2: 8.473 ops/s
# Warmup Iteration   3: 9.196 ops/s
# Warmup Iteration   4: 9.189 ops/s
# Warmup Iteration   5: 9.204 ops/s
Iteration   1: 9.206 ops/s
Iteration   2: 9.208 ops/s
Iteration   3: 9.204 ops/s
Iteration   4: 9.199 ops/s
Iteration   5: 9.190 ops/s

# Run progress: 12.00% complete, ETA 01:20:23
# Fork: 2 of 5
# Warmup Iteration   1: 8.249 ops/s
# Warmup Iteration   2: 8.458 ops/s
# Warmup Iteration   3: 9.150 ops/s
# Warmup Iteration   4: 9.153 ops/s
# Warmup Iteration   5: 9.147 ops/s
Iteration   1: 9.133 ops/s
Iteration   2: 9.142 ops/s
Iteration   3: 9.149 ops/s
Iteration   4: 9.133 ops/s
Iteration   5: 9.156 ops/s

# Run progress: 14.00% complete, ETA 01:18:27
# Fork: 3 of 5
# Warmup Iteration   1: 8.354 ops/s
# Warmup Iteration   2: 8.676 ops/s
# Warmup Iteration   3: 9.365 ops/s
# Warmup Iteration   4: 9.297 ops/s
# Warmup Iteration   5: 9.374 ops/s
Iteration   1: 9.365 ops/s
Iteration   2: 9.381 ops/s
Iteration   3: 9.375 ops/s
Iteration   4: 9.364 ops/s
Iteration   5: 9.349 ops/s

# Run progress: 16.00% complete, ETA 01:16:33
# Fork: 4 of 5
# Warmup Iteration   1: 8.136 ops/s
# Warmup Iteration   2: 8.418 ops/s
# Warmup Iteration   3: 9.082 ops/s
# Warmup Iteration   4: 9.083 ops/s
# Warmup Iteration   5: 9.077 ops/s
Iteration   1: 9.081 ops/s
Iteration   2: 9.079 ops/s
Iteration   3: 9.080 ops/s
Iteration   4: 9.075 ops/s
Iteration   5: 9.087 ops/s

# Run progress: 18.00% complete, ETA 01:14:39
