# JMH version: 1.23
# VM version: JDK 13.0.2, OpenJDK Server VM, 13.0.2+8
# VM invoker: /home/ubuntu/opt/jdk-13.0.2+8/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo08New
# Parameters: (type = large)

# Run progress: 0.00% complete, ETA 01:23:20
# Fork: 1 of 5
# Warmup Iteration   1: 1.694 ops/s
# Warmup Iteration   2: 1.487 ops/s
# Warmup Iteration   3: 1.496 ops/s
# Warmup Iteration   4: 1.498 ops/s
# Warmup Iteration   5: 1.498 ops/s
Iteration   1: 1.499 ops/s
Iteration   2: 1.500 ops/s
Iteration   3: 1.487 ops/s
Iteration   4: 1.497 ops/s
Iteration   5: 1.498 ops/s

# Run progress: 2.00% complete, ETA 01:41:57
# Fork: 2 of 5
# Warmup Iteration   1: 1.677 ops/s
# Warmup Iteration   2: 1.948 ops/s
# Warmup Iteration   3: 1.987 ops/s
# Warmup Iteration   4: 1.988 ops/s
# Warmup Iteration   5: 1.974 ops/s
Iteration   1: 1.984 ops/s
Iteration   2: 1.993 ops/s
Iteration   3: 1.986 ops/s
Iteration   4: 1.977 ops/s
Iteration   5: 1.987 ops/s

# Run progress: 4.00% complete, ETA 01:37:54
# Fork: 3 of 5
# Warmup Iteration   1: 1.673 ops/s
# Warmup Iteration   2: 1.948 ops/s
# Warmup Iteration   3: 1.977 ops/s
# Warmup Iteration   4: 1.978 ops/s
# Warmup Iteration   5: 1.979 ops/s
Iteration   1: 1.985 ops/s
Iteration   2: 1.986 ops/s
Iteration   3: 1.977 ops/s
Iteration   4: 1.932 ops/s
Iteration   5: 1.955 ops/s

# Run progress: 6.00% complete, ETA 01:35:20
# Fork: 4 of 5
# Warmup Iteration   1: 1.655 ops/s
# Warmup Iteration   2: 1.510 ops/s
# Warmup Iteration   3: 1.500 ops/s
# Warmup Iteration   4: 1.505 ops/s
# Warmup Iteration   5: 1.506 ops/s
Iteration   1: 1.505 ops/s
Iteration   2: 1.507 ops/s
Iteration   3: 1.504 ops/s
Iteration   4: 1.504 ops/s
Iteration   5: 1.493 ops/s

# Run progress: 8.00% complete, ETA 01:33:48
# Fork: 5 of 5
# Warmup Iteration   1: 1.374 ops/s
# Warmup Iteration   2: 1.368 ops/s
# Warmup Iteration   3: 1.299 ops/s
# Warmup Iteration   4: 1.295 ops/s
# Warmup Iteration   5: 1.299 ops/s
Iteration   1: 1.301 ops/s
Iteration   2: 1.301 ops/s
Iteration   3: 1.298 ops/s
Iteration   4: 1.295 ops/s
Iteration   5: 1.298 ops/s


Result "com.sun.glass.ui.monocle.Benchmarks.copyTo08New":
  1.650 ±(99.9%) 0.211 ops/s [Average]
  (min, avg, max) = (1.295, 1.650, 1.993), stdev = 0.282
  CI (99.9%): [1.439, 1.861] (assumes normal distribution)


# JMH version: 1.23
# VM version: JDK 13.0.2, OpenJDK Server VM, 13.0.2+8
# VM invoker: /home/ubuntu/opt/jdk-13.0.2+8/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo16New
# Parameters: (type = large)

# Run progress: 10.00% complete, ETA 01:31:43
# Fork: 1 of 5
# Warmup Iteration   1: 3.082 ops/s
# Warmup Iteration   2: 2.984 ops/s
# Warmup Iteration   3: 3.016 ops/s
# Warmup Iteration   4: 3.035 ops/s
# Warmup Iteration   5: 3.031 ops/s
Iteration   1: 3.029 ops/s
Iteration   2: 3.029 ops/s
Iteration   3: 3.033 ops/s
Iteration   4: 3.031 ops/s
Iteration   5: 3.029 ops/s

# Run progress: 12.00% complete, ETA 01:29:37
# Fork: 2 of 5
# Warmup Iteration   1: 4.653 ops/s
# Warmup Iteration   2: 5.792 ops/s
# Warmup Iteration   3: 5.926 ops/s
# Warmup Iteration   4: 5.677 ops/s
# Warmup Iteration   5: 5.927 ops/s
Iteration   1: 5.927 ops/s
Iteration   2: 5.921 ops/s
Iteration   3: 5.928 ops/s
Iteration   4: 5.922 ops/s
Iteration   5: 5.899 ops/s

# Run progress: 14.00% complete, ETA 01:27:24
# Fork: 3 of 5
# Warmup Iteration   1: 4.959 ops/s
# Warmup Iteration   2: 5.892 ops/s
# Warmup Iteration   3: 6.031 ops/s
# Warmup Iteration   4: 6.043 ops/s
# Warmup Iteration   5: 6.102 ops/s
Iteration   1: 6.099 ops/s
Iteration   2: 6.080 ops/s
Iteration   3: 6.086 ops/s
Iteration   4: 6.097 ops/s
Iteration   5: 6.101 ops/s

# Run progress: 16.00% complete, ETA 01:25:09
# Fork: 4 of 5
# Warmup Iteration   1: 4.631 ops/s
# Warmup Iteration   2: 5.815 ops/s
# Warmup Iteration   3: 5.953 ops/s
# Warmup Iteration   4: 5.952 ops/s
# Warmup Iteration   5: 5.953 ops/s
Iteration   1: 5.956 ops/s
Iteration   2: 5.959 ops/s
Iteration   3: 5.953 ops/s
Iteration   4: 5.961 ops/s
Iteration   5: 5.934 ops/s

# Run progress: 18.00% complete, ETA 01:22:58
# Fork: 5 of 5
# Warmup Iteration   1: 4.730 ops/s
# Warmup Iteration   2: 5.834 ops/s
# Warmup Iteration   3: 5.958 ops/s
# Warmup Iteration   4: 5.938 ops/s
# Warmup Iteration   5: 5.963 ops/s
Iteration   1: 5.968 ops/s
Iteration   2: 5.969 ops/s
Iteration   3: 5.959 ops/s
Iteration   4: 5.962 ops/s
Iteration   5: 5.972 ops/s


Result "com.sun.glass.ui.monocle.Benchmarks.copyTo16New":
  5.392 ±(99.9%) 0.904 ops/s [Average]
  (min, avg, max) = (3.029, 5.392, 6.101), stdev = 1.207
  CI (99.9%): [4.488, 6.296] (assumes normal distribution)


# JMH version: 1.23
# VM version: JDK 13.0.2, OpenJDK Server VM, 13.0.2+8
# VM invoker: /home/ubuntu/opt/jdk-13.0.2+8/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo16Old
# Parameters: (type = large)

# Run progress: 20.00% complete, ETA 01:20:49
# Fork: 1 of 5
# Warmup Iteration   1: 2.662 ops/s
# Warmup Iteration   2: 3.378 ops/s
# Warmup Iteration   3: 3.393 ops/s
# Warmup Iteration   4: 3.393 ops/s
# Warmup Iteration   5: 3.393 ops/s
Iteration   1: 3.395 ops/s
Iteration   2: 3.378 ops/s
Iteration   3: 3.394 ops/s
Iteration   4: 3.315 ops/s
Iteration   5: 3.370 ops/s

# Run progress: 22.00% complete, ETA 01:18:37
# Fork: 2 of 5
# Warmup Iteration   1: 2.518 ops/s
# Warmup Iteration   2: 2.743 ops/s
# Warmup Iteration   3: 2.754 ops/s
# Warmup Iteration   4: 2.731 ops/s
# Warmup Iteration   5: 2.758 ops/s
Iteration   1: 2.755 ops/s
Iteration   2: 2.748 ops/s
Iteration   3: 2.756 ops/s
Iteration   4: 2.759 ops/s
Iteration   5: 2.756 ops/s

# Run progress: 24.00% complete, ETA 01:16:33
# Fork: 3 of 5
# Warmup Iteration   1: 4.262 ops/s
# Warmup Iteration   2: 5.054 ops/s
# Warmup Iteration   3: 5.069 ops/s
# Warmup Iteration   4: 5.079 ops/s
# Warmup Iteration   5: 5.061 ops/s
Iteration   1: 5.083 ops/s
Iteration   2: 5.058 ops/s
Iteration   3: 5.069 ops/s
Iteration   4: 5.080 ops/s
Iteration   5: 5.035 ops/s

# Run progress: 26.00% complete, ETA 01:14:28
# Fork: 4 of 5
# Warmup Iteration   1: 2.784 ops/s
# Warmup Iteration   2: 3.302 ops/s
# Warmup Iteration   3: 3.317 ops/s
# Warmup Iteration   4: 3.312 ops/s
# Warmup Iteration   5: 3.318 ops/s
Iteration   1: 3.314 ops/s
Iteration   2: 3.302 ops/s
Iteration   3: 3.316 ops/s
Iteration   4: 3.317 ops/s
Iteration   5: 3.270 ops/s

# Run progress: 28.00% complete, ETA 01:12:25
# Fork: 5 of 5
# Warmup Iteration   1: 4.270 ops/s
# Warmup Iteration   2: 5.035 ops/s
# Warmup Iteration   3: 5.075 ops/s
# Warmup Iteration   4: 5.057 ops/s
# Warmup Iteration   5: 5.056 ops/s
Iteration   1: 5.073 ops/s
Iteration   2: 5.057 ops/s
Iteration   3: 5.074 ops/s
Iteration   4: 5.068 ops/s
Iteration   5: 5.066 ops/s


Result "com.sun.glass.ui.monocle.Benchmarks.copyTo16Old":
  3.912 ±(99.9%) 0.739 ops/s [Average]
  (min, avg, max) = (2.748, 3.912, 5.083), stdev = 0.986
  CI (99.9%): [3.174, 4.651] (assumes normal distribution)


# JMH version: 1.23
# VM version: JDK 13.0.2, OpenJDK Server VM, 13.0.2+8
# VM invoker: /home/ubuntu/opt/jdk-13.0.2+8/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo32New
# Parameters: (type = large)

# Run progress: 30.00% complete, ETA 01:10:19
# Fork: 1 of 5
# Warmup Iteration   1: 43.374 ops/s
# Warmup Iteration   2: 43.262 ops/s
# Warmup Iteration   3: 43.508 ops/s
# Warmup Iteration   4: 41.024 ops/s
# Warmup Iteration   5: 43.382 ops/s
Iteration   1: 43.436 ops/s
Iteration   2: 43.221 ops/s
Iteration   3: 43.318 ops/s
Iteration   4: 43.392 ops/s
Iteration   5: 43.409 ops/s

# Run progress: 32.00% complete, ETA 01:08:18
# Fork: 2 of 5
# Warmup Iteration   1: 46.265 ops/s
# Warmup Iteration   2: 46.002 ops/s
# Warmup Iteration   3: 46.215 ops/s
